seq_id,ct10_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,aflf,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep
8501,25025000402,14000US25025000402,2018,2012-16,2947,256,2011,227,2011,227,1854,221,157,78,0,12,936,206,68.24,4.92,100,11.29,92.19,3.53,7.81,3.78,0,0.6,31.76,6.42
8502,25025000502,14000US25025000502,2019,2012-16,5857,368,3384,250,3384,250,3223,252,161,94,0,17,2473,338,57.78,2.25,100,7.39,95.24,2.44,4.76,2.76,0,0.5,42.22,5.12
8503,25025000503,14000US25025000503,2020,2012-16,2005,155,1465,176,1465,176,1371,178,94,60,0,12,540,113,73.07,6.72,100,12.01,93.58,4.61,6.42,4.02,0,0.82,26.93,5.24
8504,25025000504,14000US25025000504,2021,2012-16,4415,390,2642,361,2642,361,2522,344,120,94,0,12,1773,275,59.84,6.24,100,13.66,95.46,18.43,4.54,3.5,0,0.45,40.16,5.12
8505,25025000601,14000US25025000601,2022,2012-16,3097,284,2240,293,2240,293,2120,256,120,72,0,12,857,180,72.33,6.75,100,13.08,94.64,16.85,5.36,3.14,0,0.54,27.67,5.23
8506,25025000602,14000US25025000602,2023,2012-16,3131,247,2143,250,2143,250,2087,246,56,61,0,12,988,174,68.44,5.88,100,11.67,97.39,1.64,2.61,2.83,0,0.56,31.56,4.97
8507,25025000701,14000US25025000701,2024,2012-16,3853,490,2894,469,2894,469,2692,439,202,102,0,12,959,213,75.11,7.54,100,16.21,93.02,1.69,6.98,3.34,0,0.41,24.89,4.53
8508,25025000703,14000US25025000703,2025,2012-16,1948,183,1228,187,1221,185,1181,188,40,37,7,11,720,154,63.04,7.56,99.43,21.36,96.72,4.72,3.28,2.99,0.57,0.89,36.96,7.1
8509,25025000704,14000US25025000704,2026,2012-16,4286,366,3013,365,3013,365,2826,338,187,117,0,12,1273,336,70.3,6.04,100,12.11,93.79,15.97,6.21,3.81,0,0.4,29.7,7.42
8510,25025000802,14000US25025000802,2027,2012-16,6243,512,4408,523,4408,523,4161,483,247,161,0,17,1835,322,70.61,6.05,100,11.86,94.4,15.67,5.6,3.59,0,0.39,29.39,4.56
8511,25025000803,14000US25025000803,2028,2012-16,6198,618,2242,391,2238,392,1974,398,264,108,4,7,3956,471,36.17,5.18,99.82,1.63,88.2,8.81,11.8,4.36,0.18,0.31,63.83,4.15
8512,25025010103,14000US25025010103,2029,2012-16,3695,450,1790,298,1790,298,1485,223,305,212,0,12,1905,251,48.44,5.5,100,16.65,82.96,18.6,17.04,11.5,0,0.67,51.56,2.59
8513,25025010104,14000US25025010104,2030,2012-16,4743,455,2998,331,2992,332,2635,310,357,109,6,8,1745,285,63.21,3.45,99.8,1.11,88.07,3.44,11.93,3.39,0.2,0.27,36.79,4.86
8514,25025010203,14000US25025010203,2031,2012-16,4716,316,2703,309,2703,309,2568,304,135,100,0,17,2013,356,57.32,5.31,100,11.43,95.01,2.92,4.99,3.66,0,0.63,42.68,6.99
8515,25025010204,14000US25025010204,2032,2012-16,3271,318,1760,210,1760,210,1641,220,119,53,0,12,1511,324,53.81,3.72,100,11.93,93.24,5.7,6.76,2.9,0,0.68,46.19,8.83
8516,25025010300,14000US25025010300,2033,2012-16,5324,347,2758,320,2758,320,2443,309,315,91,0,17,2566,239,51.8,4.97,100,11.6,88.58,4.46,11.42,3.02,0,0.62,48.2,3.21
8517,25025010403,14000US25025010403,2034,2012-16,2832,313,1731,293,1731,293,1590,283,141,86,0,12,1101,282,61.12,7.84,100,16.93,91.85,5.05,8.15,4.77,0,0.69,38.88,8.98
8518,25025010404,14000US25025010404,2035,2012-16,4996,423,2681,342,2681,342,2268,346,413,138,0,17,2315,284,53.66,5.12,100,12.76,84.6,7.08,15.4,4.76,0,0.63,46.34,4.11
8519,25025010405,14000US25025010405,2036,2012-16,5947,397,3328,338,3328,338,2808,296,520,149,0,17,2619,301,55.96,4.28,100,10.16,84.38,2.38,15.63,4.19,0,0.51,44.04,4.12
8520,25025010408,14000US25025010408,2037,2012-16,1336,97,1020,106,1014,105,988,102,26,18,6,9,316,81,76.35,5.68,99.41,14.58,97.44,14.25,2.56,1.76,0.59,0.88,23.65,5.81
8521,25025010500,14000US25025010500,2038,2012-16,3081,275,1737,232,1737,232,1644,234,93,51,0,12,1344,232,56.38,5.6,100,13.36,94.65,4.66,5.35,2.85,0,0.69,43.62,6.45
8522,25025010600,14000US25025010600,2039,2012-16,3010,281,1873,278,1873,278,1807,271,66,47,0,12,1137,198,62.23,7.18,100,14.84,96.48,2.07,3.52,2.45,0,0.64,37.77,5.55
8523,25025010701,14000US25025010701,2040,2012-16,2652,236,2152,237,2152,237,2082,237,70,39,0,12,500,137,81.15,5.26,100,11.01,96.75,2.79,3.25,1.78,0,0.56,18.85,4.89
8524,25025010702,14000US25025010702,2041,2012-16,2335,224,1783,206,1783,206,1713,203,70,44,0,12,552,98,76.36,4.92,100,11.55,96.07,2.53,3.93,2.43,0,0.67,23.64,3.53
8525,25025010801,14000US25025010801,2042,2012-16,2957,256,2116,216,2116,216,1994,209,122,61,0,12,841,153,71.56,3.87,100,10.21,94.23,2.24,5.77,2.82,0,0.57,28.44,4.55
8526,25025010802,14000US25025010802,2043,2012-16,3040,240,2171,224,2171,224,2115,219,56,42,0,12,869,215,71.41,4.74,100,10.32,97.42,0.85,2.58,1.92,0,0.55,28.59,6.7
8527,25025061000,14000US25025061000,2079,2012-16,2299,282,1537,262,1537,262,1284,202,253,160,0,12,762,223,66.86,7.91,100,17.05,83.54,19.38,16.46,10.02,0,0.78,33.14,8.81
8528,25025020101,14000US25025020101,2044,2012-16,3960,345,3115,372,3095,373,2935,387,160,86,20,31,845,225,78.66,6.43,99.36,1.61,94.83,5.07,5.17,2.71,0.64,0.99,21.34,5.37
8529,25025020200,14000US25025020200,2045,2012-16,3662,240,2997,262,2997,262,2956,256,41,43,0,12,665,173,81.84,4.73,100,8.74,98.63,12.14,1.37,1.43,0,0.4,18.16,4.57
8530,25025020301,14000US25025020301,2046,2012-16,2266,233,1523,223,1523,223,1459,223,64,42,0,12,743,147,67.21,7.01,100,14.64,95.8,4.2,4.2,2.69,0,0.79,32.79,5.54
8531,25025020302,14000US25025020302,2047,2012-16,960,124,843,98,843,98,820,98,23,24,0,12,117,65,87.81,15.26,100,11.63,97.27,2.7,2.73,2.83,0,1.42,12.19,6.59
8532,25025020303,14000US25025020303,2048,2012-16,3251,296,1916,228,1916,228,1723,241,193,111,0,12,1335,219,58.94,4.52,100,11.9,89.93,6.61,10.07,5.67,0,0.63,41.06,5.6
8533,25025030100,14000US25025030100,2049,2012-16,2094,164,1654,203,1654,203,1634,202,20,24,0,12,440,130,78.99,7.46,100,12.27,98.79,1.46,1.21,1.44,0,0.73,21.01,5.99
8534,25025030200,14000US25025030200,2050,2012-16,1560,187,1267,171,1267,171,1227,172,40,37,0,12,293,108,81.22,5.04,100,13.5,96.84,3.67,3.16,2.89,0,0.95,18.78,6.55
8535,25025030300,14000US25025030300,2051,2012-16,5257,521,3546,426,3546,426,3289,370,257,149,0,17,1711,340,67.45,4.58,100,12.01,92.75,15.27,7.25,4.11,0,0.48,32.55,5.61
8536,25025030400,14000US25025030400,2052,2012-16,2754,251,2280,188,2256,188,2216,195,40,42,24,25,474,188,82.79,10.18,98.95,1.19,98.23,2.78,1.77,1.86,1.05,1.09,17.21,6.64
8537,25025030500,14000US25025030500,2053,2012-16,2488,186,2051,197,2005,197,1953,208,52,42,46,29,437,113,82.44,4.97,97.76,2.02,97.41,4,2.59,2.08,2.24,1.4,17.56,4.35
8538,25025040100,14000US25025040100,2054,2012-16,2146,231,1668,219,1659,220,1631,220,28,29,9,14,478,126,77.73,5.84,99.46,1.85,98.31,2.43,1.69,1.73,0.54,0.84,22.27,5.36
8539,25025040200,14000US25025040200,2055,2012-16,1276,161,887,149,887,149,765,133,122,67,0,12,389,85,69.51,7.71,100,16.8,86.25,3.86,13.75,7.19,0,1.35,30.49,5.44
8540,25025040300,14000US25025040300,2056,2012-16,3271,234,2752,242,2752,242,2661,244,91,56,0,12,519,140,84.13,4.3,100,8.79,96.69,2.51,3.31,2.01,0,0.44,15.87,4.13
8541,25025040401,14000US25025040401,2057,2012-16,2163,241,1475,209,1458,207,1408,206,50,39,17,20,688,145,68.19,5.97,98.85,0.88,96.57,3.41,3.43,2.63,1.15,1.35,31.81,5.69
8542,25025040600,14000US25025040600,2058,2012-16,2701,229,2265,227,2249,229,2188,227,61,47,16,18,436,102,83.86,4.48,99.29,1.79,97.29,1.94,2.71,2.07,0.71,0.79,16.14,3.52
8543,25025040801,14000US25025040801,2059,2012-16,3516,266,2366,268,2315,261,2212,257,103,72,51,45,1150,194,67.29,5.67,97.84,15.64,95.55,2.68,4.45,3.07,2.16,1.89,32.71,4.93
8544,25025050101,14000US25025050101,2060,2012-16,4199,387,2962,347,2962,347,2675,333,287,150,0,17,1237,222,70.54,5.1,100,11.72,90.31,3.8,9.69,4.94,0,0.57,29.46,4.54
8545,25025050200,14000US25025050200,2061,2012-16,5102,528,4007,458,4007,458,3743,426,264,105,0,17,1095,205,78.54,3.81,100,11.43,93.41,15.07,6.59,2.51,0,0.42,21.46,3.35
8546,25025050300,14000US25025050300,2062,2012-16,1760,184,812,152,812,152,753,151,59,33,0,12,948,162,46.14,7.16,100,18.72,92.73,6.67,7.27,3.83,0,1.48,53.86,7.28
8547,25025050400,14000US25025050400,2063,2012-16,2202,257,1822,247,1822,247,1696,232,126,56,0,12,380,103,82.74,5.71,100,13.56,93.08,1.7,6.92,2.93,0,0.66,17.26,4.22
8548,25025050500,14000US25025050500,2064,2012-16,1937,215,1494,195,1494,195,1382,197,112,55,0,12,443,137,77.13,5.3,100,13.05,92.5,5.3,7.5,3.55,0,0.8,22.87,6.6
8549,25025050600,14000US25025050600,2065,2012-16,2188,282,1908,262,1908,262,1783,263,125,59,0,12,280,106,87.2,4.13,100,13.73,93.45,5.03,6.55,2.96,0,0.63,12.8,4.56
8550,25025050700,14000US25025050700,2066,2012-16,4127,400,3261,370,3261,370,3080,368,181,95,0,17,866,212,79.02,4.66,100,11.35,94.45,3.54,5.55,2.84,0,0.52,20.98,4.72
8551,25025050901,14000US25025050901,2067,2012-16,3771,401,3109,362,3109,362,2862,328,247,102,0,12,662,155,82.44,3.91,100,11.64,92.06,15.04,7.94,3.15,0,0.39,17.56,3.66
8552,25025051000,14000US25025051000,2068,2012-16,3478,292,2514,263,2514,263,2260,263,254,111,0,12,964,159,72.28,4.51,100,10.46,89.9,4.58,10.1,4.29,0,0.48,27.72,3.94
8553,25025051101,14000US25025051101,2069,2012-16,6089,587,4386,532,4386,532,4130,497,256,156,0,17,1703,365,72.03,5.3,100,12.13,94.16,16.09,5.84,3.49,0,0.39,27.97,5.35
8554,25025051200,14000US25025051200,2070,2012-16,2235,226,1569,193,1569,193,1509,190,60,38,0,12,666,155,70.2,4.92,100,12.3,96.18,2.59,3.82,2.38,0,0.76,29.8,6.25
8555,25025060101,14000US25025060101,2071,2012-16,3214,320,2480,267,2480,267,2425,285,55,45,0,12,734,182,77.16,3.16,100,10.77,97.78,4.61,2.22,1.8,0,0.48,22.84,5.19
8556,25025060200,14000US25025060200,2072,2012-16,2125,201,1684,195,1684,195,1619,198,65,44,0,12,441,111,79.25,5.29,100,11.58,96.14,3.78,3.86,2.57,0,0.71,20.75,4.84
8557,25025060301,14000US25025060301,2073,2012-16,3255,389,2565,355,2561,356,2506,351,55,51,4,9,690,126,78.8,5.5,99.84,1.3,97.85,1.68,2.15,1.97,0.16,0.35,21.2,2.93
8558,25025060400,14000US25025060400,2074,2012-16,5285,434,3818,382,3803,385,3627,382,176,96,15,25,1467,393,72.24,4.13,99.61,1.54,95.37,2.77,4.63,2.48,0.39,0.65,27.76,7.08
8559,25025060501,14000US25025060501,2075,2012-16,3707,303,3283,284,3270,288,3120,304,150,99,13,21,424,142,88.56,2.51,99.6,1.65,95.41,3.98,4.59,3,0.4,0.64,11.44,3.71
8560,25025060600,14000US25025060600,2076,2012-16,2752,237,2349,199,2329,201,2260,195,69,64,20,23,403,135,85.36,10.31,99.15,1.63,97.04,11.84,2.96,2.74,0.85,0.98,14.64,4.74
8561,25025060700,14000US25025060700,2077,2012-16,1719,192,886,119,886,119,766,115,120,61,0,12,833,131,51.54,3.84,100,13.43,86.46,5.8,13.54,6.64,0,1.35,48.46,5.36
8562,25025060800,14000US25025060800,2078,2012-16,4207,370,3445,394,3426,392,3391,383,35,44,19,30,762,276,81.89,5.99,99.45,0.34,98.98,15.91,1.02,1.28,0.55,0.87,18.11,6.36
8563,25025061101,14000US25025061101,2080,2012-16,1543,143,862,126,849,126,643,118,206,68,13,21,681,147,55.87,6.31,98.49,2.53,75.74,8.18,24.26,7.15,1.51,2.43,44.13,8.6
8564,25025061200,14000US25025061200,2081,2012-16,3751,326,3272,367,3264,366,3184,367,80,44,8,14,479,184,87.23,6.18,99.76,15.82,97.55,2.6,2.45,1.32,0.24,0.43,12.77,4.78
8565,25025070101,14000US25025070101,2082,2012-16,5782,608,3781,362,3781,362,3487,323,294,136,0,17,2001,474,65.39,9.3,100,9.57,92.22,12.29,7.78,3.52,0,0.45,34.61,7.35
8566,25025070200,14000US25025070200,2083,2012-16,5270,410,2931,328,2931,328,2592,318,339,121,0,17,2339,291,55.62,4.47,100,11.19,88.43,4.45,11.57,3.92,0,0.58,44.38,4.31
8567,25025070300,14000US25025070300,2084,2012-16,4189,356,3213,334,3213,334,3069,303,144,110,0,12,976,234,76.7,4.59,100,10.4,95.52,13.69,4.48,3.39,0,0.37,23.3,5.22
8568,25025070402,14000US25025070402,2085,2012-16,1681,162,871,113,871,113,777,99,94,37,0,12,810,138,51.81,4.5,100,12.97,89.21,16.22,10.79,4.01,0,1.38,48.19,6.77
8569,25025070500,14000US25025070500,2086,2012-16,5109,412,3915,418,3915,418,3740,432,175,88,0,17,1194,234,76.63,5.36,100,10.68,95.53,4.21,4.47,2.2,0,0.43,23.37,4.17
8570,25025070600,14000US25025070600,2087,2012-16,2047,228,1575,202,1575,202,1548,202,27,26,0,12,472,96,76.94,4.89,100,12.83,98.29,2.36,1.71,1.64,0,0.76,23.06,3.92
8571,25025070700,14000US25025070700,2088,2012-16,2401,217,1871,209,1871,209,1790,212,81,52,0,12,530,136,77.93,5.12,100,11.17,95.67,3.77,4.33,2.74,0,0.64,22.07,5.3
8572,25025070800,14000US25025070800,2089,2012-16,3276,386,2637,404,2637,404,2526,396,111,88,0,12,639,222,80.49,7.88,100,15.32,95.79,3.18,4.21,3.27,0,0.46,19.51,6.37
8573,25025070900,14000US25025070900,2090,2012-16,2684,221,1939,170,1939,170,1828,170,111,79,0,12,745,157,72.24,2.18,100,8.77,94.28,2.92,5.72,4.04,0,0.62,27.76,5.38
8574,25025071101,14000US25025071101,2091,2012-16,3789,371,2392,354,2392,354,2306,362,86,72,0,12,1397,277,63.13,7.01,100,14.8,96.4,5.05,3.6,2.96,0,0.5,36.87,6.36
8575,25025071201,14000US25025071201,2092,2012-16,2722,379,1640,261,1640,261,1405,217,235,129,0,12,1082,230,60.25,4.64,100,15.91,85.67,19,14.33,7.53,0,0.73,39.75,6.38
8576,25025080100,14000US25025080100,2093,2012-16,2403,216,904,121,904,121,824,108,80,48,0,12,1499,194,37.62,3.73,100,13.38,91.15,17.08,8.85,5.18,0,1.33,62.38,5.81
8577,25025080300,14000US25025080300,2094,2012-16,1684,174,1124,151,1124,151,995,158,129,78,0,12,560,173,66.75,5.73,100,13.43,88.52,7.49,11.48,6.77,0,1.07,33.25,9.68
8578,25025080401,14000US25025080401,2095,2012-16,2329,181,1495,194,1495,194,1306,182,189,95,0,12,834,135,64.19,6.67,100,12.98,87.36,4.44,12.64,6.14,0,0.8,35.81,5.08
8579,25025080500,14000US25025080500,2096,2012-16,2450,229,1531,256,1531,256,1324,218,207,98,0,12,919,187,62.49,8.66,100,16.72,86.48,20.29,13.52,5.99,0,0.78,37.51,6.78
8580,25025080601,14000US25025080601,2097,2012-16,4064,630,2070,366,2070,366,1558,259,512,166,0,12,1994,341,50.94,4.33,100,17.68,75.27,18.27,24.73,6.72,0,0.58,49.06,3.54
8581,25025080801,14000US25025080801,2098,2012-16,3763,369,2167,349,2167,349,1739,271,428,170,0,12,1596,240,57.59,7.36,100,16.11,80.25,17.98,19.75,7.17,0,0.55,42.41,4.84
8582,25025080900,14000US25025080900,2099,2012-16,3589,274,2306,297,2306,297,2114,268,192,82,0,12,1283,279,64.25,6.66,100,12.88,91.67,16.57,8.33,3.39,0,0.52,35.75,7.28
8583,25025081001,14000US25025081001,2100,2012-16,4048,368,2551,392,2551,392,2366,378,185,106,0,12,1497,259,63.02,7.81,100,15.37,92.75,4.05,7.25,4,0,0.47,36.98,5.44
8584,25025081100,14000US25025081100,2101,2012-16,3820,329,2062,262,2062,262,1995,256,67,51,0,12,1758,261,53.98,5.04,100,12.71,96.75,1.74,3.25,2.44,0,0.58,46.02,5.57
8585,25025081200,14000US25025081200,2102,2012-16,2567,320,1651,282,1642,285,1463,234,179,99,9,15,916,218,64.32,7.51,99.45,3.07,89.1,21.03,10.9,5.72,0.55,0.9,35.68,7.23
8586,25025081300,14000US25025081300,2103,2012-16,4366,519,2394,485,2394,485,2196,512,198,124,0,17,1972,312,54.83,9,100,20.26,91.73,10.59,8.27,4.9,0,0.71,45.17,4.72
8587,25025081400,14000US25025081400,2104,2012-16,2421,300,1758,275,1758,275,1619,270,139,79,0,12,663,142,72.61,6.93,100,15.64,92.09,5.32,7.91,4.32,0,0.68,27.39,4.78
8588,25025081500,14000US25025081500,2105,2012-16,1822,274,1186,209,1186,209,1039,185,147,72,0,12,636,147,65.09,5.98,100,17.62,87.61,2.23,12.39,5.66,0,1.01,34.91,6.13
8589,25025081700,14000US25025081700,2106,2012-16,2701,325,1430,261,1430,261,1207,248,223,116,0,12,1271,273,52.94,7.27,100,18.25,84.41,7.96,15.59,7.6,0,0.84,47.06,8.37
8590,25025081800,14000US25025081800,2107,2012-16,2952,408,1974,343,1974,343,1615,333,359,130,0,12,978,183,66.87,7.04,100,17.38,81.81,9.08,18.19,5.78,0,0.61,33.13,4.18
8591,25025081900,14000US25025081900,2108,2012-16,2599,265,1630,252,1630,252,1365,250,265,113,0,12,969,192,62.72,7.29,100,15.46,83.74,8.22,16.26,6.46,0,0.74,37.28,6.33
8592,25025082000,14000US25025082000,2109,2012-16,2342,302,1382,252,1382,252,1160,253,222,102,0,12,960,201,59.01,7.61,100,18.23,83.94,10.04,16.06,6.77,0,0.87,40.99,6.76
8593,25025082100,14000US25025082100,2110,2012-16,3899,409,2235,424,2235,424,1844,337,391,229,0,17,1664,331,57.32,9.06,100,18.97,82.51,21.73,17.49,9.69,0,0.76,42.68,7.21
8594,25025090100,14000US25025090100,2111,2012-16,3710,346,2407,302,2407,302,1854,274,553,196,0,12,1303,229,64.88,5.45,100,12.55,77.03,6.02,22.97,7.62,0,0.5,35.12,5.23
8595,25025090200,14000US25025090200,2112,2012-16,1923,234,1131,154,1131,154,950,153,181,62,0,12,792,170,58.81,3.59,100,13.62,84,7.22,16,5.03,0,1.06,41.19,7.28
8596,25025090300,14000US25025090300,2113,2012-16,2464,289,1626,251,1626,251,1341,250,285,98,0,12,838,222,65.99,6.62,100,15.44,82.47,8.62,17.53,5.39,0,0.74,34.01,8.08
8597,25025090400,14000US25025090400,2114,2012-16,3089,340,2054,355,2054,355,1630,294,424,245,0,12,1035,191,66.49,8.86,100,17.28,79.36,4.09,20.64,11.38,0,0.58,33.51,4.96
8598,25025090600,14000US25025090600,2115,2012-16,2003,289,1455,256,1455,256,1287,226,168,82,0,12,548,117,72.64,7.31,100,17.59,88.45,21.99,11.55,5.26,0,0.82,27.36,4.31
8599,25025090700,14000US25025090700,2116,2012-16,3946,375,3071,367,3071,367,2791,351,280,133,0,12,875,146,77.83,5.64,100,11.95,90.88,3.56,9.12,4.19,0,0.39,22.17,3.04
8600,25025090901,14000US25025090901,2117,2012-16,3341,304,1882,262,1882,262,1680,252,202,89,0,12,1459,180,56.33,5.94,100,13.92,89.27,4.99,10.73,4.49,0,0.64,43.67,3.64
8601,25025091001,14000US25025091001,2118,2012-16,2704,230,2100,267,2100,267,1994,241,106,73,0,12,604,162,77.66,7.34,100,12.71,94.95,16.66,5.05,3.42,0,0.57,22.34,5.68
8602,25025091100,14000US25025091100,2119,2012-16,4409,246,3208,269,3208,269,3114,259,94,56,0,17,1201,216,72.76,4.55,100,8.39,97.07,11.46,2.93,1.73,0,0.53,27.24,4.66
8603,25025091200,14000US25025091200,2120,2012-16,2595,289,1879,250,1879,250,1567,252,312,131,0,12,716,175,72.41,5.27,100,13.3,83.4,7.53,16.6,6.61,0,0.64,27.59,6
8604,25025091300,14000US25025091300,2121,2012-16,2144,176,1378,198,1378,198,1235,157,143,81,0,12,766,151,64.27,7.58,100,14.37,89.62,17.19,10.38,5.69,0,0.87,35.73,6.4
8605,25025091400,14000US25025091400,2122,2012-16,2377,220,1522,179,1522,179,1332,144,190,83,0,12,855,157,64.03,4.65,100,11.76,87.52,13.98,12.48,5.25,0,0.79,35.97,5.7
8606,25025091500,14000US25025091500,2123,2012-16,4029,399,2914,366,2914,366,2590,345,324,102,0,12,1115,169,72.33,5.59,100,12.56,88.88,3.94,11.12,3.21,0,0.41,27.67,3.18
8607,25025091600,14000US25025091600,2124,2012-16,2581,341,1636,282,1636,282,1465,315,171,111,0,12,945,255,63.39,7.02,100,17.24,89.55,11.51,10.45,6.54,0,0.73,36.61,8.61
8608,25025091700,14000US25025091700,2125,2012-16,2462,273,1731,237,1731,237,1512,223,219,71,0,12,731,150,70.31,5.65,100,13.69,87.35,4.79,12.65,3.72,0,0.69,29.69,5.13
8609,25025091800,14000US25025091800,2126,2012-16,3019,352,2095,292,2095,292,1539,355,556,227,0,12,924,199,69.39,5.3,100,13.94,73.46,13.5,26.54,10.18,0,0.57,30.61,5.54
8610,25025091900,14000US25025091900,2127,2012-16,3289,444,2408,381,2387,386,2051,318,336,147,21,35,881,204,73.21,6.04,99.13,3.31,85.92,19.25,14.08,5.72,0.87,1.45,26.79,5.04
8611,25025092000,14000US25025092000,2128,2012-16,4060,404,2841,303,2841,303,2365,264,476,140,0,17,1219,230,69.98,2.69,100,10.67,83.25,2.74,16.75,4.59,0,0.6,30.02,4.81
8612,25025092101,14000US25025092101,2129,2012-16,5549,476,3534,402,3534,402,3274,411,260,167,0,17,2015,349,63.69,4.76,100,11.38,92.64,4.92,7.36,4.65,0,0.48,36.31,5.46
8613,25025092200,14000US25025092200,2130,2012-16,2635,364,1817,310,1817,310,1697,302,120,78,0,12,818,181,68.96,6.9,100,17.06,93.4,4.73,6.6,4.14,0,0.66,31.04,5.37
8614,25025092300,14000US25025092300,2131,2012-16,2571,248,1729,224,1729,224,1517,194,212,94,0,12,842,137,67.25,5.82,100,12.96,87.74,15.97,12.26,5.2,0,0.69,32.75,4.29
8615,25025092400,14000US25025092400,2132,2012-16,4191,445,2524,334,2524,334,2151,285,373,204,0,17,1667,333,60.22,4.76,100,13.23,85.22,0.57,14.78,7.84,0,0.67,39.78,6.73
8616,25025100100,14000US25025100100,2133,2012-16,4545,341,2814,308,2814,308,2451,319,363,126,0,17,1731,235,61.91,4.93,100,10.95,87.1,6.13,12.9,4.25,0,0.6,38.09,4.31
8617,25025100200,14000US25025100200,2134,2012-16,2145,180,1478,177,1478,177,1267,151,211,80,0,12,667,107,68.9,5.89,100,11.98,85.72,14.48,14.28,5.14,0,0.81,31.1,4.25
8618,25025100300,14000US25025100300,2135,2012-16,2937,317,1928,333,1928,333,1846,334,82,53,0,12,1009,204,65.65,8.85,100,17.27,95.75,5.16,4.25,2.65,0,0.62,34.35,5.87
8619,25025100400,14000US25025100400,2136,2012-16,4578,389,3212,328,3212,328,2950,292,262,112,0,17,1366,239,70.16,3.97,100,10.21,91.84,13.06,8.16,3.39,0,0.53,29.84,4.56
8620,25025100500,14000US25025100500,2137,2012-16,5499,611,3793,475,3793,475,3365,520,428,199,0,17,1706,283,68.98,3.98,100,12.52,88.72,8.03,11.28,5.05,0,0.45,31.02,3.82
8621,25025100601,14000US25025100601,2138,2012-16,4578,460,3502,435,3502,435,3091,401,411,175,0,17,1076,279,76.5,5.59,100,12.42,88.26,3.3,11.74,4.78,0,0.49,23.5,5.62
8622,25025100603,14000US25025100603,2139,2012-16,1807,179,1363,141,1363,141,1334,143,29,27,0,12,444,127,75.43,2.25,100,10.34,97.87,2.75,2.13,1.97,0,0.88,24.57,6.59
8623,25025100700,14000US25025100700,2140,2012-16,3668,301,2716,298,2682,304,2490,257,192,90,34,39,952,168,74.05,5.39,98.75,2.81,92.84,14.23,7.16,3.26,1.25,1.43,25.95,4.05
8624,25025100800,14000US25025100800,2141,2012-16,5584,549,4164,527,4164,527,3787,481,377,202,0,17,1420,264,74.57,5.94,100,12.66,90.95,0.97,9.05,4.71,0,0.41,25.43,4.01
8625,25025100900,14000US25025100900,2142,2012-16,3647,339,2602,317,2602,317,2344,300,258,112,0,12,1045,168,71.35,5.62,100,12.18,90.08,3.53,9.92,4.13,0,0.46,28.65,3.76
8626,25025101001,14000US25025101001,2143,2012-16,5489,937,4098,787,4098,787,3537,800,561,219,0,17,1391,281,74.66,6.57,100,19.2,86.31,10.31,13.69,4.65,0,0.41,25.34,2.74
8627,25025101002,14000US25025101002,2144,2012-16,4196,431,2843,337,2843,337,2582,286,261,149,0,17,1353,274,67.76,4.01,100,11.85,90.82,14.73,9.18,5.13,0,0.6,32.24,5.63
8628,25025101101,14000US25025101101,2145,2012-16,3008,302,2093,254,2093,254,1777,244,316,111,0,12,915,233,69.58,4.74,100,12.14,84.9,5.45,15.1,4.98,0,0.57,30.42,7.12
8629,25025101102,14000US25025101102,2146,2012-16,4012,368,2709,305,2709,305,2296,286,413,128,0,17,1303,269,67.52,4.41,100,11.26,84.75,4.52,15.25,4.4,0,0.63,32.48,6.01
8630,25025110103,14000US25025110103,2147,2012-16,5356,379,3840,382,3840,382,3676,357,164,132,0,17,1516,316,71.7,5.01,100,9.95,95.73,13.31,4.27,3.41,0,0.44,28.3,5.55
8631,25025110201,14000US25025110201,2148,2012-16,1893,172,1325,150,1325,150,1167,138,158,70,0,12,568,113,69.99,4.73,100,11.32,88.08,3.01,11.92,5.11,0,0.91,30.01,5.31
8632,25025110301,14000US25025110301,2149,2012-16,2194,211,1730,220,1730,220,1586,192,144,71,0,12,464,98,78.85,6.56,100,12.72,91.68,16.1,8.32,3.97,0,0.69,21.15,3.98
8633,25025110401,14000US25025110401,2150,2012-16,3212,314,2330,275,2315,276,2150,264,165,73,15,24,882,148,72.54,4.8,99.36,1.67,92.87,2.73,7.13,3.04,0.64,1.03,27.46,3.75
8634,25025110403,14000US25025110403,2151,2012-16,3717,308,2893,277,2893,277,2638,272,255,135,0,12,824,158,77.83,3.73,100,9.57,91.19,3.49,8.81,4.59,0,0.41,22.17,3.83
8635,25025110501,14000US25025110501,2152,2012-16,2858,251,2175,248,2175,248,2076,236,99,69,0,12,683,156,76.1,5.53,100,11.4,95.45,15.37,4.55,3.13,0,0.55,23.9,5.04
8636,25025110502,14000US25025110502,2153,2012-16,3837,362,3057,315,3057,315,2913,305,144,84,0,12,780,188,79.67,3.3,100,10.3,95.29,1.77,4.71,2.7,0,0.39,20.33,4.51
8637,25025110601,14000US25025110601,2154,2012-16,2347,240,1264,182,1264,182,1165,176,99,61,0,12,1083,167,53.86,5.46,100,14.4,92.17,4.21,7.83,4.69,0,0.95,46.14,5.33
